start|end|speaker_id|duration|text
0.993|30.204|SPEAKER_01|29.211000000000002|" 지금부터 저랑 그 역할극을 합시다 역할극을 스탠딩 코미디 스타일로 할 건데 토론을 하면서 자연스럽게 대화하는 형식으로 하면서 코미디를 진행해봅시다.
 그래서 좀 재밌고 자연스럽고 유머러스하게 저랑 대화를 하시면 돼요 자연스럽게
 그리고 주제는 쌍기타로 전기기타를 시작하는 게 좋으냐
 아니면 비싼 기타로 전기기타를 시작하는 게 좋으냐
 이거를 입장을 나눠가지고
 저랑 토론해보면 좋을 것 같아요.
 두 중에 어떤 역할 맡으실래요?
"
32.414|42.708|SPEAKER_00|10.293999999999997|" 좋습니다. 그럼 제가 싼 기타로 시작하는 게 좋다는 입장을 맡아볼게요. 그럼 성형님은 비싼 기타로 시작하는 게 좋다는 입장이시죠?
 네 맞아요. 준비 되셨나요?
"
41.645|44.024|SPEAKER_01|2.378999999999998|" 네 됐어요. 시작하시죠.
"
45.813|67.10900000000001|SPEAKER_00|21.296000000000006|" 좋아요.
 먼저 3기타로 시작하는게
 좋은 이유를 말씀드리겠습니다.
 초보자일때는
 실수도 많고 기타에 익숙해지는
 과정이 필요하니까 비싼 기타보다는
 부담없이 연습할 수 있는
 싼 기타가 좋다고 봅니다.
 무엇보다 실력이 향상되면 그때 좋은 기타로 업그레이드 하는 것도 나쁘지 않죠?
 성형님은 어떻게 생각하세요?
"
67.227|82.786|SPEAKER_01|15.558999999999997|" 아, 저는 지금 말에 어폐가 있다고 생각해요.
 왜냐하면 어차피 지금 비싼 기타로
 나중에 살 생각을 하는 거잖아요.
 그럼 어차피 비싼 기타로 사고 싼 기타로 사게 되는데 그런 이중 이중 지출을 하지 말고 처음부터 비싼 기타로 가면 이중지출을 막을 수가 있습니다.
"
84.659|102.564|SPEAKER_00|17.904999999999987|" 그런데 비싼 기타로 시작하면
 혹시라도 흠집이 나거나 실수할 때 부담이 더 크지 않을까요?
 초보 때는 실습을 많이 하니까 더 크지 않을까요?
 초보 때는 실습을 많이 하니까
 쌍기타로 마음 편히 연습할 수 있는게
 더 좋다고 생각해요.
 그리고 기타 현지에 익숙해지면
 그때 비싼 기타를 사는게 더 의미있지 않을까요? 아니 근데 어차피 비싼 기타를 살 건데
"
103.492|117.532|SPEAKER_01|14.039999999999992|" 싼 기타를 뭐하러 또 삽니까?
 그리고 기타 실력이랑 흠집이랑은 아무 상관이 없어요
 기타를 망치로 치는 것도 아니라 손가락으로 치는 건데
 기타를 싼 거 산다고 달라지나요?
"
119.759|138.67600000000002|SPEAKER_00|18.917000000000016|" 하하, 기타를 망치로 치진 않지만
 그래도 초보자들은 실수도 많고
 조심스럽게 다루기 어려울 수 있잖아요.
 비싼 기타를 사기 전에
 부담없이 연습하면서
 자신감을 키우는 것도 중요하다고 생각해요
 그리고 싼 기타도 요즘은 하는 것도 중요하다고 생각해요.
 그리고 쌍기타도 요즘은
 품질이 꽤 좋아서 연습용으로
"
139.351|168.96699999999998|SPEAKER_01|29.615999999999985|" 충분하죠. 아 맞아요. 그것도 맞는 말이에요. 쌍기타도 요새 품질이
 많이 좋아서
 연습하는데 충분한 거는
 맞는데
 근데 뭐 돈이 있으면은 그냥 비싼 기타 사서 하면 되는 거 아니에요?
 그리고 기타를 그 안 좋은 걸 사면 뭐가 문제가 있냐면 자기가 이게 뭐가 안 될 때, 안 될 때 이게 기타가 싸구려라서 안 되나? 라는 생각을 한단 말이죠.
 근데 기타가 좋은 기타다.
 그러면은 아 이거 내가 부족해서 기타가 이런 소리밖에 안 나는구나 라고 생각하면서 반성을 하면서 더 열심히 연습하게 된다니까요
"
170.907|192.321|SPEAKER_00|21.413999999999987|" 하하
 역시 좋은 기타를 사면 책임감도
 더 커진다는 말씀이시군요 그래도 비싼 기타를 처음부터 사면 혹시라도 기타에 흥미가 떨어지거나 생각보다 연습시간이 적을 때 아까울 수도 있잖아요.
 쌍기타로 시작해서
 부담없이 연습하고
 정말 기타에 흥미가 생기면 그때 비슷하게 부담 없이 연습하고
 정말 기타에 흥미가 생기면
 그때 비싼 기타로 넘어가는 것도 좋은 방법이죠
"
192.322|193.689|SPEAKER_01|1.3669999999999902|
192.76|193.503|SPEAKER_00|0.742999999999995|
193.823|216.571|SPEAKER_01|22.74799999999999|" 아니에요. 왜냐하면 비싼 기타로 시작을 하면 연습할 때 기분이 안 나잖아요. 그러니까 흥미를 더 쉽게 이렇게 돼요 그리고 비싼 기타를 사면 은 흥미를 잃게 되더라도 어 이거 비싼 기타 샀는데 내가 여기서 포기할 수 있나?
 라는 생각이 들면서 계속
 연습을 열심히 할 수가 있어요.
 그래서 포기를 안 하게 되는
 측면에서도 비싼 기타가 훨씬 도움이 된다고 생각합니다.
"
218.579|238.12|SPEAKER_00|19.540999999999997|" 하하, 비싼 기타가 일종의 동기부여가 된다는 말씀이시군요.
 하지만 반대로 비싼 기타 때문에 오히려 부담이 커져서 스트레스를 받을 수도 있지 않을까요?
 특히 초보자들은 편하게 시작하는 게 더 중요하다고 생각해요. 그리고 좋은 기타로 나중에 업그레이드 할 때 그 성취감도 크니까요.
"
238.12|238.677|SPEAKER_01|0.556999999999988|
238.188|239.35199999999998|SPEAKER_00|1.1639999999999873|" 결국은 본인이 선택한...
"
239.858|240.651|SPEAKER_01|0.7930000000000064|
240.297|241.006|SPEAKER_00|0.7090000000000032|
241.04|251.334|SPEAKER_01|10.294000000000011|" 근데 그게 비싼 기타를 치면 더 편해요.
 편하게 치는 게 중요하다고 하셨잖아요.
 근데 비싼 기타를 치면 그게 치기가 편하니까 비싼 거예요. 안 그렇게 해서요.
"
253.696|271.55|SPEAKER_00|17.854000000000013|" 맞아요. 비싼 기타는 확실히 소리도 좋고 연주하기 편하죠.
 하지만 초보자 입장에서는 그런 차이를 잘 느끼기 어려울 수도 있어요.
 그래서 쌍기타로도 충분히 연습하면서 기본기를 다지는 게 중요하다고 생각해요.
 결국 각자의 스타일과 상황에 맞게
 선택하는 게 최선이겠네요.
"
272.14|304.557|SPEAKER_01|32.41700000000003|" 아 그 말에 대해 동의를 합니다.
 기타를 잘 못 치는 사람은
 쌍기타와 비싼 기타를 치더라도 이게 왜 좋은 기타인지
 이걸 잘 못 느끼긴 하죠.
 근데 반대로
 비싼 기타를 치던 사람이
 싼 기타를 치면은 아 이게
 이렇게 싸구려구나 라는 걸 금방 느낄 수가 있습니다
 그래서 처음부터 비싼 기타를 쳐서
 그런 쌍기타의 맛을 모르고 살아도 되는데
 왜 그 맛없는 맛을
 굳이 초반부터 느끼려고 합니까?
 그러니까 비싼 기타로 시작을 하는 게 좋죠.
"
306.97|326.02200000000005|SPEAKER_00|19.05200000000002|" 하하! 쌍기타의 맛을 모르는 게 오히려 더 좋다는 말씀이시군요
 하지만 비싼 기타로 시작하면 그만큼 실수나 부담도 클 수 있으니
 처음엔 가볍게 접근하는 게 더 좋다고 봅니다.
 어쨌든 중요한 건 꾸준히 연습하는 거니까 어떤 기타를 선택하든 열심히 연습하는 게 제일 중요하겠죠?
"
326.36|335.472|SPEAKER_01|9.111999999999966|" 맞아요. 그래서 비싼 기타를 사야 되는 거예요.
 비싼 기타를 사면 꾸준히 연습을 하게 됩니다.
 왜냐하면 계속 그 기타를 만지고 있고 싶거든요.
 왜냐면 감촉도 훨씬 좋고 그러니까요.
"
337.548|355.925|SPEAKER_00|18.37700000000001|" 그렇죠. 비싼 기타는 그만큼 소리도 좋고 연주할 때 기분도 좋으니까요.
 하지만 역시 중요한 건 기타를 꾸준히 연습하는 열정이겠죠.
 결국 어떤 기타를 선택하든 가장 중요한 건 그 열정과 노력일 것 같아요.
 소중한 기타와 함께 멋진 연주를 이어가시길 바랄게요.
"
356.245|363.974|SPEAKER_01|7.728999999999985|" 아, 맞아요.
 지금 얘기하신 거 보니까
 쌍기타가 더 좋다는 얘기는 안 하시네요.
"
365.982|381.423|SPEAKER_00|15.440999999999974|" 아마 제가 이긴 거 같아요. 그렇죠? 하하, 토론에서 이기고 지는 것보다는
 재밌게 이야기 나누는 게 더 중요한 것 같아요.
 가짜 입장을 잘 설명하고 즐겁게 대화한 것 같아서 좋았습니다.
 결국 중요한 건 기타를 사랑하는 마음이겠죠.
 앞으로도 즐겁게 연습하시길 바래요.
"
382.165|383.73400000000004|SPEAKER_01|1.5690000000000168|" 어? 지금 도망가시는 건가요?
"
385.726|397.184|SPEAKER_00|11.458000000000027|" 아니요. 전혀 그렇지 않아요.
 전엔 그냥 즐거운 대화를 나누고 싶었을 뿐이에요.
 토론이 재밌었고 기타에 대한 열정도 느껴져서 좋았습니다.
 혹시 더 이야기하고 싶으신 게 있나요? 지금 혹시 화나셨나요?
"
397.623|399.108|SPEAKER_01|1.4850000000000136|
401.437|406.601|SPEAKER_00|5.163999999999987|" 아니요. 전혀 화나지 않았어요. 편하게 이야기 나누는 중이니까 걱정하세요.
"
407.326|408.338|SPEAKER_01|1.0120000000000005|" 화난 것 같은데?
"
410.093|417.451|SPEAKER_00|7.358000000000004|" 네, 정말 괜찮습니다. 즐겁게 대화 나누고 있었어요.
 계속해서 이하고 나누고 싶으시면 편하게 말씀해주세요.
"
417.755|421.231|SPEAKER_01|3.475999999999999|" 아니요. 화나셨는데 굳이 더 할 필요 없죠. 그만 잊지 마시죠.
"
423.644|429.348|SPEAKER_00|5.704000000000008|" 알겠습니다. 언제든 다시 이야기 나누고 싶으실 때 편하게 말씀해 주세요. 감사합니다.
"
